Image_Array,Label
[0.04705882 0.04705882 0.04705882 ... 0.07058824 0.07058824 0.07058824],1
[0.3019608 0.3019608 0.3019608 ... 0.        0.        0.       ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.08627451 0.08627451 0.08627451 ... 0.03529412 0.03529412 0.03529412],1
[0.6431373  0.6431373  0.6431373  ... 0.12156863 0.12156863 0.12156863],1
[0. 0. 0. ... 0. 0. 0.],1
[0.08235294 0.08235294 0.08235294 ... 0.14117648 0.14117648 0.14117648],1
[0.25882354 0.25882354 0.25882354 ... 0.54901963 0.54901963 0.54901963],1
[0. 0. 0. ... 0. 0. 0.],1
[0.06666667 0.06666667 0.06666667 ... 0.00392157 0.00392157 0.00392157],1
[0.16078432 0.16078432 0.16078432 ... 0.08235294 0.08235294 0.08235294],1
[0.26666668 0.26666668 0.26666668 ... 0.0627451  0.0627451  0.0627451 ],1
[0.07058824 0.07058824 0.07058824 ... 0.         0.         0.        ],1
[0.32941177 0.32941177 0.32941177 ... 0.1882353  0.1882353  0.1882353 ],1
[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ],1
[0.2627451 0.2627451 0.2627451 ... 0.1882353 0.1882353 0.1882353],1
[0.02745098 0.02745098 0.02745098 ... 0.0627451  0.0627451  0.0627451 ],1
[0.26666668 0.26666668 0.26666668 ... 0.72156864 0.72156864 0.72156864],1
[0.19215687 0.19215687 0.19215687 ... 0.11372549 0.11372549 0.11372549],1
[0.15294118 0.15294118 0.15294118 ... 0.09019608 0.09019608 0.09019608],1
[0.6784314 0.6784314 0.6784314 ... 0.        0.        0.       ],1
[0.16862746 0.16862746 0.16862746 ... 0.         0.         0.        ],1
[0.10196079 0.10196079 0.10196079 ... 0.15686275 0.15686275 0.15686275],1
[0.05490196 0.05490196 0.05490196 ... 0.12941177 0.12941177 0.12941177],1
[0.23137255 0.23137255 0.23137255 ... 0.19607843 0.19607843 0.19607843],1
[0.38431373 0.38431373 0.38431373 ... 0.08235294 0.08235294 0.08235294],1
[0.05882353 0.05882353 0.05882353 ... 0.08627451 0.08627451 0.08627451],1
[0.         0.         0.         ... 0.09411765 0.09411765 0.09411765],1
[0.02352941 0.02352941 0.02352941 ... 0.04705882 0.04705882 0.04705882],1
[0.6862745  0.6862745  0.6862745  ... 0.07843138 0.07843138 0.07843138],1
[0.16470589 0.16470589 0.16470589 ... 0.03137255 0.03137255 0.03137255],1
[0.4745098  0.4745098  0.4745098  ... 0.09803922 0.09803922 0.09803922],1
[0.29803923 0.29803923 0.29803923 ... 0.         0.         0.        ],1
[0.11764706 0.11764706 0.11764706 ... 0.21568628 0.21568628 0.21568628],1
[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ],1
[0.5882353 0.5882353 0.5882353 ... 0.2       0.2       0.2      ],1
[0.39607844 0.39607844 0.39607844 ... 0.32156864 0.32156864 0.32156864],1
[0.2627451  0.2627451  0.2627451  ... 0.20392157 0.20392157 0.20392157],1
[0.24705882 0.24705882 0.24705882 ... 0.         0.         0.        ],1
[0.15686275 0.15686275 0.15686275 ... 0.26666668 0.26666668 0.26666668],1
[0.60784316 0.60784316 0.60784316 ... 0.03529412 0.03529412 0.03529412],1
[0.47843137 0.47843137 0.47843137 ... 0.09019608 0.09019608 0.09019608],1
[0.7529412  0.7529412  0.7529412  ... 0.04705882 0.04705882 0.04705882],1
[0.20784314 0.20784314 0.20784314 ... 0.07450981 0.07450981 0.07450981],1
[0.7019608  0.7019608  0.7019608  ... 0.12941177 0.12941177 0.12941177],1
[0.09411765 0.09411765 0.09411765 ... 0.         0.         0.        ],1
[0.19607843 0.19607843 0.19607843 ... 0.         0.         0.        ],1
[0.13725491 0.13725491 0.13725491 ... 0.10196079 0.10196079 0.10196079],1
[0.04313726 0.04313726 0.04313726 ... 0.07843138 0.07843138 0.07843138],1
[0.14117648 0.14117648 0.14117648 ... 0.09411765 0.09411765 0.09411765],1
[0.00784314 0.00784314 0.00784314 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.23137255 0.23137255 0.23137255 ... 0.01960784 0.01960784 0.01960784],1
[0. 0. 0. ... 0. 0. 0.],1
[0.14509805 0.14509805 0.14509805 ... 0.33333334 0.33333334 0.33333334],1
[0. 0. 0. ... 0. 0. 0.],1
[0.34901962 0.34901962 0.34901962 ... 0.         0.         0.        ],1
[0.18039216 0.18039216 0.18039216 ... 0.10588235 0.10588235 0.10588235],1
[0.21568628 0.21568628 0.21568628 ... 0.32156864 0.32156864 0.32156864],1
[0. 0. 0. ... 0. 0. 0.],1
[0.63529414 0.63529414 0.63529414 ... 0.33333334 0.33333334 0.33333334],1
[0.14117648 0.14117648 0.14117648 ... 0.11764706 0.11764706 0.11764706],1
[0. 0. 0. ... 0. 0. 0.],1
[0.27450982 0.27450982 0.27450982 ... 0.18039216 0.18039216 0.18039216],1
[0.2784314 0.2784314 0.2784314 ... 0.9882353 0.9882353 0.9882353],1
[0.20784314 0.20784314 0.20784314 ... 0.         0.         0.        ],1
[0.08627451 0.08627451 0.08627451 ... 0.07450981 0.07450981 0.07450981],1
[0.65882355 0.65882355 0.65882355 ... 0.67058825 0.67058825 0.67058825],1
[0.15686275 0.15686275 0.15686275 ... 0.15294118 0.15294118 0.15294118],1
[0.27058825 0.27058825 0.27058825 ... 0.         0.         0.        ],1
[0.6784314  0.6784314  0.6784314  ... 0.00392157 0.00392157 0.00392157],1
[0.14117648 0.14117648 0.14117648 ... 0.06666667 0.06666667 0.06666667],1
[0.14901961 0.14901961 0.14901961 ... 0.         0.         0.        ],1
[0.46666667 0.46666667 0.46666667 ... 0.         0.         0.        ],1
[0.23137255 0.23137255 0.23137255 ... 0.16862746 0.16862746 0.16862746],1
[0. 0. 0. ... 0. 0. 0.],1
[0.05882353 0.05882353 0.05882353 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.09019608 0.09019608 0.09019608 ... 0.         0.         0.        ],1
[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ],1
[0.01568628 0.01568628 0.01568628 ... 0.12941177 0.12941177 0.12941177],1
[0.62352943 0.62352943 0.62352943 ... 0.05490196 0.05490196 0.05490196],1
[0.16862746 0.16862746 0.16862746 ... 0.05098039 0.05098039 0.05098039],1
[0.00392157 0.00392157 0.00392157 ... 0.07843138 0.07843138 0.07843138],1
[0.25882354 0.25882354 0.25882354 ... 0.0627451  0.0627451  0.0627451 ],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.11764706 0.11764706 0.11764706 ... 0.         0.         0.        ],1
[0.22352941 0.22352941 0.22352941 ... 0.         0.         0.        ],1
[0.         0.         0.         ... 0.00392157 0.00392157 0.00392157],1
[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ],1
[0.37254903 0.37254903 0.37254903 ... 0.3137255  0.3137255  0.3137255 ],1
[0.7254902  0.7254902  0.7254902  ... 0.08235294 0.08235294 0.08235294],1
[0.13333334 0.13333334 0.13333334 ... 0.08627451 0.08627451 0.08627451],1
[0.12941177 0.12941177 0.12941177 ... 0.01176471 0.01176471 0.01176471],1
[0.13725491 0.13725491 0.13725491 ... 0.07450981 0.07450981 0.07450981],1
[0.7647059  0.7647059  0.7647059  ... 0.47843137 0.47843137 0.47843137],1
[0.49411765 0.49411765 0.49411765 ... 0.83137256 0.83137256 0.83137256],1
[0.8039216  0.8039216  0.8039216  ... 0.08235294 0.08235294 0.08235294],1
[0.2784314  0.2784314  0.2784314  ... 0.11372549 0.11372549 0.11372549],1
[0.07058824 0.07058824 0.07058824 ... 0.0627451  0.0627451  0.0627451 ],1
[0.10588235 0.10588235 0.10588235 ... 0.07450981 0.07450981 0.07450981],1
[0.05882353 0.05882353 0.05882353 ... 0.05098039 0.05098039 0.05098039],1
[0.11764706 0.11764706 0.11764706 ... 0.08627451 0.08627451 0.08627451],1
[0.12156863 0.12156863 0.12156863 ... 0.0627451  0.0627451  0.0627451 ],1
[0.3529412  0.3529412  0.3529412  ... 0.15294118 0.15294118 0.15294118],1
[0. 0. 0. ... 0. 0. 0.],1
[0.3254902  0.3254902  0.3254902  ... 0.29803923 0.29803923 0.29803923],1
[0.02745098 0.02745098 0.02745098 ... 0.         0.         0.        ],1
[0.20784314 0.20784314 0.20784314 ... 0.21176471 0.21176471 0.21176471],1
[0.12941177 0.12941177 0.12941177 ... 0.         0.         0.        ],1
[0.22352941 0.22352941 0.22352941 ... 0.09803922 0.09803922 0.09803922],1
[0.7529412 0.7529412 0.7529412 ... 0.0627451 0.0627451 0.0627451],1
[0.6745098 0.6745098 0.6745098 ... 0.0627451 0.0627451 0.0627451],1
[0.3137255  0.3137255  0.3137255  ... 0.00784314 0.00784314 0.00784314],1
[0.18431373 0.18431373 0.18431373 ... 0.09803922 0.09803922 0.09803922],1
[0.07058824 0.07058824 0.07058824 ... 0.06666667 0.06666667 0.06666667],1
[0.7019608  0.7019608  0.7019608  ... 0.07450981 0.07450981 0.07450981],1
[0.16078432 0.16078432 0.16078432 ... 0.08235294 0.08235294 0.08235294],1
[0.05490196 0.05490196 0.05490196 ... 0.08235294 0.08235294 0.08235294],1
[0.27058825 0.27058825 0.27058825 ... 0.04705882 0.04705882 0.04705882],1
[0.        0.        0.        ... 0.8901961 0.8901961 0.8901961],1
[0.1764706  0.1764706  0.1764706  ... 0.03137255 0.03137255 0.03137255],1
[0.19215687 0.19215687 0.19215687 ... 0.05098039 0.05098039 0.05098039],1
[0. 0. 0. ... 0. 0. 0.],1
[0.2627451 0.2627451 0.2627451 ... 0.        0.        0.       ],1
[0.09019608 0.09019608 0.09019608 ... 0.         0.         0.        ],1
[0.18039216 0.18039216 0.18039216 ... 0.07450981 0.07450981 0.07450981],1
[0.23921569 0.23921569 0.23921569 ... 0.21960784 0.21960784 0.21960784],1
[0.49411765 0.49411765 0.49411765 ... 0.         0.         0.        ],1
[0.28627452 0.28627452 0.28627452 ... 0.10588235 0.10588235 0.10588235],1
[0. 0. 0. ... 0. 0. 0.],1
[0.4862745  0.4862745  0.4862745  ... 0.20392157 0.20392157 0.20392157],1
[0.23921569 0.23921569 0.23921569 ... 0.3137255  0.3137255  0.3137255 ],1
[0.17254902 0.17254902 0.17254902 ... 0.12941177 0.12941177 0.12941177],1
[0.65882355 0.65882355 0.65882355 ... 0.22745098 0.22745098 0.22745098],1
[0. 0. 0. ... 0. 0. 0.],1
[0.08627451 0.08627451 0.08627451 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.09803922 0.09803922 0.09803922 ... 0.06666667 0.06666667 0.06666667],1
[0.07843138 0.07843138 0.07843138 ... 0.08235294 0.08235294 0.08235294],1
[0.1254902 0.1254902 0.1254902 ... 0.        0.        0.       ],1
[0.54509807 0.54509807 0.54509807 ... 0.         0.         0.        ],1
[0.3137255  0.3137255  0.3137255  ... 0.03137255 0.03137255 0.03137255],1
[0.11372549 0.11372549 0.11372549 ... 0.05882353 0.05882353 0.05882353],1
[0. 0. 0. ... 0. 0. 0.],1
[0.14117648 0.14117648 0.14117648 ... 0.03529412 0.03529412 0.03529412],1
[0.7607843  0.7607843  0.7607843  ... 0.06666667 0.06666667 0.06666667],1
[0.10980392 0.10980392 0.10980392 ... 0.09019608 0.09019608 0.09019608],1
[0.13333334 0.13333334 0.13333334 ... 0.08627451 0.08627451 0.08627451],1
[0.5568628  0.5568628  0.5568628  ... 0.05882353 0.05882353 0.05882353],1
[0.01568628 0.01568628 0.01568628 ... 1.         1.         1.        ],1
[0.23137255 0.23137255 0.23137255 ... 0.00784314 0.00784314 0.00784314],1
[0.13333334 0.13333334 0.13333334 ... 0.         0.         0.        ],1
[0.17254902 0.17254902 0.17254902 ... 0.14509805 0.14509805 0.14509805],1
[0.14901961 0.14901961 0.14901961 ... 0.09411765 0.09411765 0.09411765],1
[0.19215687 0.19215687 0.19215687 ... 0.07843138 0.07843138 0.07843138],1
[0.69411767 0.69411767 0.69411767 ... 0.07843138 0.07843138 0.07843138],1
[0.10196079 0.10196079 0.10196079 ... 0.05098039 0.05098039 0.05098039],1
[0.10196079 0.10196079 0.10196079 ... 0.06666667 0.06666667 0.06666667],1
[0.29411766 0.29411766 0.29411766 ... 0.26666668 0.26666668 0.26666668],1
[0.5254902  0.5254902  0.5254902  ... 0.12941177 0.12941177 0.12941177],1
[0.5294118  0.5294118  0.5294118  ... 0.31764707 0.31764707 0.31764707],1
[0.3764706 0.3764706 0.3764706 ... 0.        0.        0.       ],1
[0.20784314 0.20784314 0.20784314 ... 0.21568628 0.21568628 0.21568628],1
[0.16862746 0.16862746 0.16862746 ... 0.63529414 0.63529414 0.63529414],1
[0.14509805 0.14509805 0.14509805 ... 0.14509805 0.14509805 0.14509805],1
[0. 0. 0. ... 0. 0. 0.],1
[0.21568628 0.21568628 0.21568628 ... 0.18039216 0.18039216 0.18039216],1
[0.13725491 0.13725491 0.13725491 ... 0.08235294 0.08235294 0.08235294],1
[0.49019608 0.49019608 0.49019608 ... 0.         0.         0.        ],1
[0.17254902 0.17254902 0.17254902 ... 0.         0.         0.        ],1
[0.14901961 0.14901961 0.14901961 ... 0.11764706 0.11764706 0.11764706],1
[0.7294118  0.7294118  0.7294118  ... 0.15686275 0.15686275 0.15686275],1
[0.09019608 0.09019608 0.09019608 ... 0.09411765 0.09411765 0.09411765],1
[0.06666667 0.06666667 0.06666667 ... 0.13333334 0.13333334 0.13333334],1
[0.39215687 0.39215687 0.39215687 ... 0.15294118 0.15294118 0.15294118],1
[0.12156863 0.12156863 0.12156863 ... 0.14509805 0.14509805 0.14509805],1
[0. 0. 0. ... 0. 0. 0.],1
[0.00784314 0.00784314 0.00784314 ... 0.23921569 0.23921569 0.23921569],1
[0.0627451  0.0627451  0.0627451  ... 0.10980392 0.10980392 0.10980392],1
[0.16862746 0.16862746 0.16862746 ... 0.10588235 0.10588235 0.10588235],1
[0.25490198 0.25490198 0.25490198 ... 0.         0.         0.        ],1
[0.25490198 0.25490198 0.25490198 ... 0.         0.         0.        ],1
[0.14117648 0.14117648 0.14117648 ... 0.12156863 0.12156863 0.12156863],1
[0.15294118 0.15294118 0.15294118 ... 1.         1.         1.        ],1
[0.         0.         0.         ... 0.11764706 0.11764706 0.11764706],1
[0.10196079 0.10196079 0.10196079 ... 0.07058824 0.07058824 0.07058824],1
[0.05882353 0.05882353 0.05882353 ... 0.34509805 0.34509805 0.34509805],1
[0.34509805 0.34509805 0.34509805 ... 0.01960784 0.01960784 0.01960784],1
[0.14901961 0.14901961 0.14901961 ... 0.08627451 0.08627451 0.08627451],1
[0.54901963 0.54901963 0.54901963 ... 0.01176471 0.01176471 0.01176471],1
[0.22352941 0.22352941 0.22352941 ... 0.06666667 0.06666667 0.06666667],1
[0.10196079 0.10196079 0.10196079 ... 0.         0.         0.        ],1
[0.24705882 0.24705882 0.24705882 ... 0.         0.         0.        ],1
[0.25490198 0.25490198 0.25490198 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.11764706 0.11764706 0.11764706 ... 0.14117648 0.14117648 0.14117648],1
[0.39215687 0.39215687 0.39215687 ... 0.         0.         0.        ],1
[0.07450981 0.07450981 0.07450981 ... 0.         0.         0.        ],1
[0.07450981 0.07450981 0.07450981 ... 0.08235294 0.08235294 0.08235294],1
[0.57254905 0.57254905 0.57254905 ... 0.5411765  0.5411765  0.5411765 ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.19215687 0.19215687 0.19215687 ... 0.10196079 0.10196079 0.10196079],1
[0.2 0.2 0.2 ... 0.  0.  0. ],1
[0.34509805 0.34509805 0.34509805 ... 0.14509805 0.14509805 0.14509805],1
[0.46666667 0.46666667 0.46666667 ... 0.01176471 0.01176471 0.01176471],1
[0.13725491 0.13725491 0.13725491 ... 0.21176471 0.21176471 0.21176471],1
[0.02352941 0.02352941 0.02352941 ... 0.00392157 0.00392157 0.00392157],1
[0.11764706 0.11764706 0.11764706 ... 0.07058824 0.07058824 0.07058824],1
[0.12156863 0.12156863 0.12156863 ... 0.1764706  0.1764706  0.1764706 ],1
[0.69411767 0.69411767 0.69411767 ... 0.14901961 0.14901961 0.14901961],1
[0.17254902 0.17254902 0.17254902 ... 0.12156863 0.12156863 0.12156863],1
[0.14117648 0.14117648 0.14117648 ... 0.8156863  0.8156863  0.8156863 ],1
[0.6156863  0.6156863  0.6156863  ... 0.08235294 0.08235294 0.08235294],1
[0.21568628 0.21568628 0.21568628 ... 0.05490196 0.05490196 0.05490196],1
[0.13725491 0.13725491 0.13725491 ... 0.0627451  0.0627451  0.0627451 ],1
[0.5137255 0.5137255 0.5137255 ... 0.7058824 0.7058824 0.7058824],1
[0.13333334 0.13333334 0.13333334 ... 0.11764706 0.11764706 0.11764706],1
[0.12156863 0.12156863 0.12156863 ... 0.12156863 0.12156863 0.12156863],1
[0.05098039 0.05098039 0.05098039 ... 0.00392157 0.00392157 0.00392157],1
[0.24313726 0.24313726 0.24313726 ... 0.01568628 0.01568628 0.01568628],1
[0.09803922 0.09803922 0.09803922 ... 0.00784314 0.00784314 0.00784314],1
[0.32941177 0.32941177 0.32941177 ... 0.18039216 0.18039216 0.18039216],1
[0.25882354 0.25882354 0.25882354 ... 0.16078432 0.16078432 0.16078432],1
[0.16470589 0.16470589 0.16470589 ... 0.00392157 0.00392157 0.00392157],1
[0. 0. 0. ... 0. 0. 0.],1
[0.37254903 0.37254903 0.37254903 ... 0.         0.         0.        ],1
[0.24313726 0.24313726 0.24313726 ... 0.03921569 0.03921569 0.03921569],1
[0.19215687 0.19215687 0.19215687 ... 0.1254902  0.1254902  0.1254902 ],1
[0.7607843  0.7607843  0.7607843  ... 0.07058824 0.07058824 0.07058824],1
[0.05098039 0.05098039 0.05098039 ... 0.21176471 0.21176471 0.21176471],1
[0.29803923 0.29803923 0.29803923 ... 0.04313726 0.04313726 0.04313726],1
[0.03137255 0.03137255 0.03137255 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 1. 1. 1.],1
[0.38431373 0.38431373 0.38431373 ... 0.07843138 0.07843138 0.07843138],1
[0.4        0.4        0.4        ... 0.44313726 0.44313726 0.44313726],1
[0.09411765 0.09411765 0.09411765 ... 0.1764706  0.1764706  0.1764706 ],1
[0.05882353 0.05882353 0.05882353 ... 0.10980392 0.10980392 0.10980392],1
[0.7647059  0.7647059  0.7647059  ... 0.07058824 0.07058824 0.07058824],1
[0.5058824 0.5058824 0.5058824 ... 0.7019608 0.7019608 0.7019608],1
[0.17254902 0.17254902 0.17254902 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.41568628 0.41568628 0.41568628 ... 0.14117648 0.14117648 0.14117648],1
[0.11764706 0.11764706 0.11764706 ... 0.         0.         0.        ],1
[0.4117647  0.4117647  0.4117647  ... 0.05882353 0.05882353 0.05882353],1
[0.00392157 0.00392157 0.00392157 ... 0.03921569 0.03921569 0.03921569],1
[0.24705882 0.24705882 0.24705882 ... 0.         0.         0.        ],1
[0.03921569 0.03921569 0.03921569 ... 0.         0.         0.        ],1
[0.7529412  0.7529412  0.7529412  ... 0.18431373 0.18431373 0.18431373],1
[0.14901961 0.14901961 0.14901961 ... 0.10588235 0.10588235 0.10588235],1
[0.1882353 0.1882353 0.1882353 ... 0.8392157 0.8392157 0.8392157],1
[0.21568628 0.21568628 0.21568628 ... 0.0627451  0.0627451  0.0627451 ],1
[0.0627451 0.0627451 0.0627451 ... 0.        0.        0.       ],1
[0.         0.         0.         ... 0.02745098 0.02745098 0.02745098],1
[0.16078432 0.16078432 0.16078432 ... 0.16470589 0.16470589 0.16470589],1
[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ],1
[0.29411766 0.29411766 0.29411766 ... 0.         0.         0.        ],1
[0.16470589 0.16470589 0.16470589 ... 0.         0.         0.        ],1
[0.14901961 0.14901961 0.14901961 ... 0.12156863 0.12156863 0.12156863],1
[0.09803922 0.09803922 0.09803922 ... 0.08627451 0.08627451 0.08627451],1
[0.04313726 0.04313726 0.04313726 ... 0.         0.         0.        ],1
[0.11764706 0.11764706 0.11764706 ... 0.         0.         0.        ],1
[0.         0.         0.         ... 0.02745098 0.02745098 0.02745098],1
[0.14117648 0.14117648 0.14117648 ... 0.02745098 0.02745098 0.02745098],1
[0.81960785 0.81960785 0.81960785 ... 0.         0.         0.        ],1
[0.29411766 0.29411766 0.29411766 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.02352941 0.02352941 0.02352941 ... 0.         0.         0.        ],1
[0.15686275 0.15686275 0.15686275 ... 0.2        0.2        0.2       ],1
[0.3647059  0.3647059  0.3647059  ... 0.27058825 0.27058825 0.27058825],1
[0.03529412 0.03529412 0.03529412 ... 0.0627451  0.0627451  0.0627451 ],1
[0.1764706  0.1764706  0.1764706  ... 0.04313726 0.04313726 0.04313726],1
[0. 0. 0. ... 0. 0. 0.],1
[0.01176471 0.01176471 0.01176471 ... 0.01568628 0.01568628 0.01568628],1
[0.14901961 0.14901961 0.14901961 ... 0.09019608 0.09019608 0.09019608],1
[0.04705882 0.04705882 0.04705882 ... 0.12941177 0.12941177 0.12941177],1
[0.32156864 0.32156864 0.32156864 ... 0.02745098 0.02745098 0.02745098],1
[0. 0. 0. ... 0. 0. 0.],1
[0.62352943 0.62352943 0.62352943 ... 0.00392157 0.00392157 0.00392157],1
[0.16470589 0.16470589 0.16470589 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.23529412 0.23529412 0.23529412 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.20392157 0.20392157 0.20392157 ... 0.         0.         0.        ],1
[0.04705882 0.04705882 0.04705882 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.10196079 0.10196079 0.10196079 ... 0.14901961 0.14901961 0.14901961],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.1764706  0.1764706  0.1764706  ... 0.09803922 0.09803922 0.09803922],1
[0.18039216 0.18039216 0.18039216 ... 0.6745098  0.6745098  0.6745098 ],1
[0.30588236 0.30588236 0.30588236 ... 0.03137255 0.03137255 0.03137255],1
[0.15294118 0.15294118 0.15294118 ... 0.21568628 0.21568628 0.21568628],1
[0.76862746 0.76862746 0.76862746 ... 0.09019608 0.09019608 0.09019608],1
[0.20784314 0.20784314 0.20784314 ... 0.07843138 0.07843138 0.07843138],1
[0.54509807 0.54509807 0.54509807 ... 0.6392157  0.6392157  0.6392157 ],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.5058824  0.5058824  0.5058824  ... 0.96862745 0.96862745 0.96862745],1
[0.16078432 0.16078432 0.16078432 ... 0.         0.         0.        ],1
[0.29411766 0.29411766 0.29411766 ... 0.17254902 0.17254902 0.17254902],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.16078432 0.16078432 0.16078432 ... 0.         0.         0.        ],1
[0.16862746 0.16862746 0.16862746 ... 0.16470589 0.16470589 0.16470589],1
[0.16470589 0.16470589 0.16470589 ... 0.15294118 0.15294118 0.15294118],1
[0.5647059 0.5647059 0.5647059 ... 0.        0.        0.       ],1
[0.16470589 0.16470589 0.16470589 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0.09019608 0.09019608 0.09019608 ... 0.09803922 0.09803922 0.09803922],1
[0.03137255 0.03137255 0.03137255 ... 0.10588235 0.10588235 0.10588235],1
[0. 0. 0. ... 0. 0. 0.],1
[0.22745098 0.22745098 0.22745098 ... 0.20784314 0.20784314 0.20784314],1
[0.2784314  0.2784314  0.2784314  ... 0.30980393 0.30980393 0.30980393],1
[0.10588235 0.10588235 0.10588235 ... 0.         0.         0.        ],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.10588235 0.10588235 0.10588235 ... 0.12156863 0.12156863 0.12156863],1
[0.17254902 0.17254902 0.17254902 ... 0.07843138 0.07843138 0.07843138],1
[0.10196079 0.10196079 0.10196079 ... 0.05098039 0.05098039 0.05098039],1
[0.2901961  0.2901961  0.2901961  ... 0.10980392 0.10980392 0.10980392],1
[0.16862746 0.16862746 0.16862746 ... 0.11372549 0.11372549 0.11372549],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.4627451  0.4627451  0.4627451  ... 0.11372549 0.11372549 0.11372549],1
[0.6117647  0.6117647  0.6117647  ... 0.07843138 0.07843138 0.07843138],1
[0.18431373 0.18431373 0.18431373 ... 0.10980392 0.10980392 0.10980392],1
[0.6313726 0.6313726 0.6313726 ... 0.        0.        0.       ],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.01568628 0.01568628 0.01568628 ... 0.03529412 0.03529412 0.03529412],1
[0.16078432 0.16078432 0.16078432 ... 0.10588235 0.10588235 0.10588235],1
[0.16470589 0.16470589 0.16470589 ... 0.11372549 0.11372549 0.11372549],1
[0.14509805 0.14509805 0.14509805 ... 0.17254902 0.17254902 0.17254902],1
[0.14117648 0.14117648 0.14117648 ... 0.09019608 0.09019608 0.09019608],1
[0.13333334 0.13333334 0.13333334 ... 0.10588235 0.10588235 0.10588235],1
[0.14117648 0.14117648 0.14117648 ... 0.15294118 0.15294118 0.15294118],1
[0.07058824 0.07058824 0.07058824 ... 0.         0.         0.        ],1
[0.32941177 0.32941177 0.32941177 ... 0.         0.         0.        ],1
[0.         0.         0.         ... 0.02745098 0.02745098 0.02745098],1
[0.18431373 0.18431373 0.18431373 ... 0.20392157 0.20392157 0.20392157],1
[0. 0. 0. ... 0. 0. 0.],1
[0.4117647  0.4117647  0.4117647  ... 0.36862746 0.36862746 0.36862746],1
[0. 0. 0. ... 0. 0. 0.],1
[0.21568628 0.21568628 0.21568628 ... 0.10980392 0.10980392 0.10980392],1
[0.07843138 0.07843138 0.07843138 ... 0.12156863 0.12156863 0.12156863],1
[0.5137255 0.5137255 0.5137255 ... 0.        0.        0.       ],1
[0.11372549 0.11372549 0.11372549 ... 0.         0.         0.        ],1
[0.80784315 0.80784315 0.80784315 ... 0.18039216 0.18039216 0.18039216],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0. 0. 0. ... 0. 0. 0.],1
[0.07058824 0.07058824 0.07058824 ... 0.         0.         0.        ],1
[0.6862745 0.6862745 0.6862745 ... 0.        0.        0.       ],1
[0.15294118 0.15294118 0.15294118 ... 0.07450981 0.07450981 0.07450981],1
[0.12156863 0.12156863 0.12156863 ... 0.         0.         0.        ],1
[0.39215687 0.39215687 0.39215687 ... 0.         0.         0.        ],1
[0.05882353 0.05882353 0.05882353 ... 0.         0.         0.        ],1
[0.04705882 0.04705882 0.04705882 ... 0.         0.         0.        ],1
[0.49411765 0.49411765 0.49411765 ... 0.         0.         0.        ],1
[0.02352941 0.02352941 0.02352941 ... 0.         0.         0.        ],1
[0.40784314 0.40784314 0.40784314 ... 0.07843138 0.07843138 0.07843138],1
[0.654902   0.654902   0.654902   ... 0.12941177 0.12941177 0.12941177],1
[0.02745098 0.02745098 0.02745098 ... 0.04313726 0.04313726 0.04313726],1
[0.16078432 0.16078432 0.16078432 ... 0.03137255 0.03137255 0.03137255],1
[0.15686275 0.15686275 0.15686275 ... 0.         0.         0.        ],1
[0.10588235 0.10588235 0.10588235 ... 0.04705882 0.04705882 0.04705882],1
[0.20784314 0.20784314 0.20784314 ... 0.         0.         0.        ],1
